omega_matter,w,abs_mag,delta_mag,alpha,beta,exact_1,exact_2,exact_3,exact_4,exact_5,exact_6,first_1,first_2,first_3,first_4,first_5,first_6,second_1,second_2,second_3,second_4,second_5,second_6,exact_minus_first_1,exact_minus_first_2,exact_minus_first_3,exact_minus_first_4,exact_minus_first_5,exact_minus_first_6,exact_minus_second_1,exact_minus_second_2,exact_minus_second_3,exact_minus_second_4,exact_minus_second_5,exact_minus_second_6
0.47627613,-1.2021532,-18.998163,-0.032149836,0.13275792,2.7161324,-1153.7274,-545.02966,701.14343,1.6117448,15.70599,34.666683,-1160.0989,-545.9249,701.02405,1.6195421,15.719895,34.680813,-1152.0076,-545.9003,701.0934,1.6141903,15.710804,34.67351,6.37146,0.8952637,0.119384766,-0.0077973604,-0.013905525,-0.014129639,-1.7198486,0.8706665,0.050048828,-0.0024455786,-0.004814148,-0.006828308
0.26104093,-0.44231188,-19.013998,-0.024908118,0.13125059,2.699102,-1146.8552,-541.99005,700.45325,1.895594,15.460858,34.42925,-1145.7919,-541.91113,700.46564,1.8947808,15.45931,34.427647,-1147.0112,-541.94336,700.4508,1.8957614,15.461099,34.42944,-1.0633545,-0.07891846,-0.012390137,0.0008132458,0.0015487671,0.0016021729,0.15600586,-0.046691895,0.0024414062,-0.00016736984,-0.00024032593,-0.00019073486
0.122494705,-0.52851534,-18.993948,-0.043479897,0.1320186,2.716432,-1153.152,-542.7395,700.9925,1.0519093,15.593189,34.685425,-1153.872,-542.6638,700.99414,1.0518398,15.593088,34.68511,-1153.1509,-542.7287,700.99506,1.0517224,15.592921,34.685257,0.7199707,-0.075683594,-0.0016479492,6.9499016e-05,0.00010108948,0.00031661987,-0.0010986328,-0.010803223,-0.0025634766,0.00018692017,0.00026798248,0.00016784668
0.36569583,-0.30835772,-19.030746,-0.043555144,0.12935045,2.6595745,-1141.0244,-540.87177,699.3778,0.9198564,15.131874,33.84341,-1137.2646,-540.7246,699.4041,0.91808915,15.12879,33.84041,-1141.9952,-540.5367,699.37274,0.9202599,15.132704,33.843914,-3.7597656,-0.14715576,-0.026306152,0.0017672777,0.0030841827,0.0030021667,0.9708252,-0.335083,0.005065918,-0.00040346384,-0.00082969666,-0.00050354004
0.21084714,-0.87042916,-18.992294,-0.03793496,0.1308603,2.7071588,-1160.182,-544.46765,701.1528,1.2636892,15.39319,34.54743,-1160.5553,-544.42004,701.1529,1.2637674,15.393289,34.547424,-1160.1835,-544.47266,701.1517,1.2638403,15.393372,34.5476,0.37329102,-0.047607422,-0.00012207031,-7.8201294e-05,-9.8228455e-05,3.8146973e-06,0.0014648438,0.005004883,0.0010986328,-0.00015115738,-0.00018119812,-0.00017166138
0.18596894,-0.38648653,-19.026358,-0.03921703,0.13258877,2.7314,-1145.7909,-541.40155,699.68146,1.2837268,15.694369,34.909267,-1146.0385,-541.2055,699.6962,1.2827882,15.692642,34.90762,-1145.763,-541.42017,699.6798,1.283836,15.694387,34.909557,0.2475586,-0.19604492,-0.014770508,0.00093865395,0.0017271042,0.0016479492,-0.027954102,0.018615723,0.0016479492,-0.00010919571,-1.8119812e-05,-0.000289917
0.4338065,-1.2795162,-19.012964,-0.03841995,0.132853,2.6919029,-1155.8396,-545.3053,700.416,1.3086281,15.717767,34.30495,-1163.0947,-545.899,700.2846,1.317443,15.733407,34.32071,-1154.3027,-546.26935,700.3285,1.3137422,15.727251,34.316605,7.255127,0.59368896,0.13140869,-0.008814931,-0.015640259,-0.015758514,-1.5368652,0.9640503,0.087524414,-0.0051140785,-0.009484291,-0.0116539
0.4773101,-1.0294675,-19.002726,-0.050066546,0.13549684,2.678074,-1151.3059,-544.0185,700.6116,0.86443,16.17718,34.106735,-1154.7422,-544.8358,700.5386,0.86911154,16.185652,34.115273,-1150.3269,-544.39734,700.6095,0.8640256,16.176746,34.107586,3.4362793,0.8173218,0.07299805,-0.0046815276,-0.008472443,-0.0085372925,-0.9790039,0.3788452,0.0020751953,0.00040441751,0.00043296814,-0.0008506775
0.25268167,-0.74163634,-19.02779,-0.043352347,0.13610691,2.7359178,-1153.4731,-542.80585,699.5984,1.2330174,16.296522,34.974377,-1153.4928,-542.851,699.595,1.2332355,16.296844,34.97472,-1153.471,-542.8046,699.5989,1.2330122,16.2964,34.974323,0.01965332,0.045166016,0.0034179688,-0.00021803379,-0.00032234192,-0.00034332275,-0.0021972656,-0.0012207031,-0.00048828125,5.2452087e-06,0.00012207031,5.340576e-05
0.4303578,-0.488719,-19.013264,-0.03145276,0.12866059,2.7242558,-1144.4629,-541.8977,700.34235,1.4874659,15.019136,34.802742,-1140.8907,-542.10297,700.35406,1.4866755,15.017711,34.801605,-1145.4338,-541.4504,700.3616,1.486303,15.016948,34.800648,-3.5721436,0.20526123,-0.01171875,0.0007903576,0.0014257431,0.0011367798,0.97094727,-0.44732666,-0.019226074,0.0011628866,0.0021886826,0.0020942688
