omega_matter,w,abs_mag,delta_mag,alpha,beta,exact_1,exact_2,exact_3,exact_4,exact_5,exact_6,first_1,first_2,first_3,first_4,first_5,first_6,second_1,second_2,second_3,second_4,second_5,second_6,exact_minus_first_1,exact_minus_first_2,exact_minus_first_3,exact_minus_first_4,exact_minus_first_5,exact_minus_first_6,exact_minus_second_1,exact_minus_second_2,exact_minus_second_3,exact_minus_second_4,exact_minus_second_5,exact_minus_second_6
0.14485322,-0.5034433,-19.000933,-0.05629176,0.1294541,2.6662738,-1151.4104,-542.39655,700.44183,0.32098478,15.147805,33.940453,-1151.9893,-542.29956,700.4466,0.3207261,15.147334,33.94009,-1151.3927,-542.3964,700.4435,0.3208303,15.1475725,33.940308,0.5788574,-0.09698486,-0.004760742,0.00025868416,0.0004711151,0.00036239624,-0.017700195,-0.00012207031,-0.0016479492,0.00015449524,0.00023269653,0.0001449585
0.25826007,-0.483405,-19.00261,-0.040451813,0.13181953,2.6498408,-1148.3937,-542.3271,700.6712,1.1642069,15.552596,33.696777,-1147.4734,-542.2833,700.681,1.1635209,15.55144,33.695602,-1148.5154,-542.2877,700.6702,1.164244,15.552679,33.69707,-0.9202881,-0.043762207,-0.00982666,0.00068593025,0.0011558533,0.0011749268,0.1217041,-0.039367676,0.0009765625,-3.71933e-05,-8.2969666e-05,-0.0002937317
0.21649863,-0.5611007,-19.011131,-0.031007832,0.13273814,2.7059376,-1151.0455,-542.5287,700.4885,1.6694773,15.71586,34.529716,-1150.7778,-542.5022,700.4926,1.6692094,15.715391,34.529346,-1151.0646,-542.523,700.4881,1.6695036,15.715872,34.529808,-0.2677002,-0.026489258,-0.0040893555,0.00026798248,0.00046920776,0.00037002563,0.019042969,-0.0056762695,0.0004272461,-2.6226044e-05,-1.1444092e-05,-9.1552734e-05
0.22047679,-0.90988433,-18.990936,-0.043463245,0.13127053,2.674669,-1160.7748,-544.68304,701.1185,1.0067488,15.459796,34.064617,-1161.3774,-544.6126,701.1172,1.0069393,15.460072,34.06453,-1160.7761,-544.6937,701.11597,1.0069791,15.460125,34.064896,0.60266113,-0.07043457,0.0013427734,-0.00019049644,-0.00027561188,8.773804e-05,0.0013427734,0.010681152,0.0025634766,-0.00023031235,-0.00032901764,-0.0002784729
0.3606904,-1.1810297,-18.996489,-0.050999288,0.13528876,2.7084222,-1158.6904,-545.5687,700.8581,0.8218055,16.144184,34.557323,-1163.4678,-545.7077,700.78394,0.82709754,16.153353,34.566273,-1158.083,-546.03796,700.8024,0.82533646,16.150522,34.56475,4.7773438,0.13897705,0.074157715,-0.005292058,-0.009168625,-0.00894928,-0.6074219,0.46923828,0.055664062,-0.0035309792,-0.0063381195,-0.0074272156
0.3195567,-0.87973297,-19.001337,-0.03856219,0.13191546,2.675594,-1155.4801,-544.10785,700.7878,1.264898,15.568452,34.076237,-1156.506,-544.247,700.76825,1.2662482,15.570789,34.078415,-1155.3605,-544.16766,700.7846,1.2651225,15.568814,34.07668,1.0258789,0.13916016,0.01953125,-0.0013502836,-0.0023374557,-0.0021781921,-0.119628906,0.059814453,0.0031738281,-0.0002245903,-0.00036239624,-0.00044250488
0.12200626,-0.36955202,-19.001871,-0.038976908,0.13511579,2.664026,-1147.6422,-541.98883,700.7565,1.3751218,16.120195,33.908096,-1149.1573,-541.7416,700.7697,1.3743414,16.118696,33.906475,-1147.5502,-541.9998,700.76184,1.3746784,16.119358,33.907635,1.5151367,-0.24725342,-0.013244629,0.0007804632,0.001499176,0.0016212463,-0.092041016,0.010986328,-0.0053710938,0.00044345856,0.00083732605,0.00046157837
0.39757574,-0.43246198,-18.997252,-0.045148,0.13555636,2.6431036,-1144.6586,-542.0401,700.8454,1.0933945,16.193829,33.597527,-1141.1302,-542.118,700.8616,1.0923996,16.191982,33.595684,-1145.5621,-541.663,700.8545,1.0929539,16.19295,33.596336,-3.5283203,0.07788086,-0.016174316,0.0009949207,0.0018463135,0.0018424988,0.90356445,-0.3770752,-0.009094238,0.00044059753,0.0008792877,0.0011901855
0.42029998,-0.5917992,-19.030186,-0.037425935,0.13233854,2.7385557,-1145.5377,-541.8198,699.561,1.3601152,15.650715,35.014057,-1143.2006,-542.12396,699.5623,1.360015,15.6505165,35.013927,-1146.1084,-541.5124,699.58234,1.3587629,15.648195,35.011593,-2.3371582,0.30413818,-0.0013427734,0.0001001358,0.00019836426,0.0001296997,0.5706787,-0.30743408,-0.021362305,0.0013523102,0.0025196075,0.0024642944
0.29032272,-0.71382076,-19.022907,-0.03988685,0.12711278,2.657896,-1152.162,-542.8262,699.7864,0.9990554,14.744151,33.814964,-1151.9387,-542.92725,699.782,0.9993095,14.744687,33.81534,-1152.1837,-542.8071,699.7889,0.99885696,14.743756,33.814556,-0.2232666,0.10107422,0.0043945312,-0.0002540946,-0.00053596497,-0.00037384033,0.021728516,-0.019042969,-0.0025024414,0.00019842386,0.00039482117,0.0004081726
0.13876078,-0.4178635,-19.010824,-0.05330609,0.13495871,2.716529,-1148.1735,-541.8081,700.11945,0.70757383,16.098736,34.68802,-1149.1616,-541.6238,700.1295,0.7069661,16.097609,34.686653,-1148.1172,-541.81647,700.12225,0.7073297,16.098259,34.687626,0.9881592,-0.18432617,-0.010070801,0.00060772896,0.001127243,0.0013656616,-0.056274414,0.008361816,-0.0028076172,0.00024414062,0.00047683716,0.00039291382
0.17549297,-0.9495416,-19.013968,-0.04929384,0.1313248,2.6890864,-1162.7698,-544.305,700.02484,0.7382868,15.471919,34.27994,-1162.9227,-544.1896,700.03357,0.7377836,15.470956,34.27904,-1162.7778,-544.301,700.025,0.73828584,15.471811,34.27997,0.1529541,-0.11541748,-0.008728027,0.0005031824,0.00096321106,0.00090026855,0.008056641,-0.003967285,-0.00018310547,9.536743e-07,0.0001077652,-2.670288e-05
0.18643959,-0.42100513,-19.032839,-0.04076205,0.13434729,2.6795442,-1146.587,-541.3743,699.4006,1.2642472,15.98989,34.138504,-1146.769,-541.2165,699.41235,1.2635227,15.988497,34.137054,-1146.5686,-541.3871,699.3993,1.2643073,15.9899645,34.138813,0.18200684,-0.15783691,-0.011779785,0.00072443485,0.0013933182,0.001449585,-0.018432617,0.012756348,0.0012817383,-6.0081482e-05,-7.43866e-05,-0.00030899048
0.513611,-0.3819809,-19.02722,-0.034941502,0.1337518,2.6439264,-1140.6428,-541.05994,699.7268,1.504021,15.885167,33.610626,-1134.2603,-541.22656,699.75104,1.502346,15.88238,33.60786,-1142.9006,-540.0835,699.7579,1.502151,15.881818,33.60692,-6.3825684,0.16662598,-0.024230957,0.0016750097,0.00278759,0.0027656555,2.2578125,-0.9764404,-0.031066895,0.0018700361,0.0033493042,0.0037078857
0.41215062,-0.6497832,-19.01811,-0.024491558,0.13478269,2.6661692,-1147.6488,-542.4864,700.33826,2.0480351,16.061258,33.937805,-1146.0361,-542.82196,700.33374,2.048326,16.061699,33.93833,-1148.0107,-542.263,700.358,2.0467324,16.058844,33.935497,-1.6126709,0.3355713,0.0045166016,-0.00029087067,-0.00044059753,-0.0005264282,0.36193848,-0.22338867,-0.019714355,0.0013027191,0.0024147034,0.0023078918
0.3700329,-0.33675766,-18.993792,-0.04802556,0.12717529,2.7438006,-1143.1016,-541.80347,700.8478,0.64801055,14.767799,35.094498,-1139.4204,-541.707,700.8717,0.6464544,14.764984,35.091946,-1144.0399,-541.4662,700.84564,0.6483187,14.768192,35.09499,-3.6811523,-0.09649658,-0.023925781,0.0015561581,0.0028152466,0.0025520325,0.9383545,-0.33728027,0.0021362305,-0.000308156,-0.00039291382,-0.00049209595
0.3015892,-0.87436575,-19.000477,-0.038114905,0.12851042,2.665676,-1156.2054,-544.1681,700.7963,1.1425912,14.983487,33.92919,-1157.1261,-544.2625,700.78064,1.1437037,14.985338,33.93126,-1156.1173,-544.21655,700.79285,1.1427896,14.983777,33.929626,0.9206543,0.09442139,0.015686035,-0.0011124611,-0.0018510818,-0.002067566,-0.088134766,0.048461914,0.003479004,-0.00019836426,-0.000289917,-0.0004348755
0.5054245,-1.1495184,-19.013826,-0.033309907,0.12861027,2.7134905,-1151.2372,-544.223,700.4059,1.3857325,14.99535,34.628696,-1156.8623,-545.29395,700.29736,1.392686,15.007839,34.641563,-1149.494,-544.9848,700.3829,1.3863394,14.99684,34.632343,5.625122,1.0709229,0.10852051,-0.006953478,-0.012489319,-0.012866974,-1.7431641,0.7617798,0.023010254,-0.0006068945,-0.0014896393,-0.0036468506
0.23654813,-0.6333534,-19.017101,-0.026361719,0.13127147,2.663005,-1152.3076,-542.7478,700.3086,1.8139839,15.459097,33.8914,-1152.0085,-542.767,700.3093,1.8138609,15.4587755,33.89145,-1152.3302,-542.7372,700.30896,1.8139067,15.4590025,33.891586,-0.29907227,0.019226074,-0.0007324219,0.00012302399,0.00032138824,-4.9591064e-05,0.022583008,-0.010620117,-0.00036621094,7.724762e-05,9.441376e-05,-0.00018692017
0.38224605,-1.1008768,-19.02308,-0.04918951,0.12861884,2.716485,-1155.3181,-544.4041,699.6866,0.63649863,15.001582,34.678238,-1159.2687,-544.70374,699.62036,0.64102995,15.0097275,34.68598,-1154.6833,-544.7975,699.6511,0.6385523,15.005572,34.68285,3.9505615,0.29962158,0.066223145,-0.004531324,-0.008145332,-0.0077438354,-0.6347656,0.39337158,0.035461426,-0.002053678,-0.0039901733,-0.004611969
0.43243447,-1.1640759,-19.019423,-0.049852125,0.13517831,2.6982548,-1153.9972,-544.49243,699.92535,0.86680704,16.12177,34.403564,-1159.3506,-545.0771,699.8281,0.8733336,16.133284,34.41521,-1152.8363,-545.1407,699.8776,0.86949205,16.12666,34.410137,5.3533936,0.58465576,0.097229004,-0.00652653,-0.011512756,-0.011646271,-1.1608887,0.6482544,0.047729492,-0.0026850104,-0.0048885345,-0.0065727234
0.4590289,-0.48826027,-19.005083,-0.052693456,0.13126625,2.6410303,-1144.1259,-541.89795,700.3404,0.5578139,15.457021,33.56605,-1140.0724,-542.1555,700.3527,0.5570619,15.455494,33.564857,-1145.3217,-541.33704,700.3666,0.5562623,15.454002,33.563095,-4.053467,0.25756836,-0.012329102,0.0007519722,0.0015268326,0.0011940002,1.1958008,-0.5609131,-0.026184082,0.0015515685,0.0030183792,0.0029563904
0.0978086,-0.80239075,-19.016294,-0.035686366,0.13021109,2.6657703,-1162.3473,-543.4325,700.17035,1.3287479,15.276968,33.932156,-1161.7292,-543.5379,700.1674,1.328955,15.277211,33.93244,-1162.2789,-543.4709,700.1676,1.3289467,15.277209,33.932434,-0.618042,0.105407715,0.0029296875,-0.00020718575,-0.00024318695,-0.0002861023,-0.068359375,0.038391113,0.002746582,-0.0001988411,-0.0002412796,-0.0002784729
0.11611571,-0.83765084,-19.000294,-0.029695475,0.12661126,2.7469401,-1163.3351,-544.07623,700.9149,1.4937736,14.66878,35.138687,-1162.7682,-544.131,700.9163,1.4936225,14.66858,35.13867,-1163.2769,-544.103,700.9136,1.4938565,14.668868,35.13892,-0.56689453,0.054748535,-0.0014038086,0.00015103817,0.0002002716,1.5258789e-05,-0.05822754,0.026794434,0.0013427734,-8.2969666e-05,-8.773804e-05,-0.00023269653
