omega_matter,w,abs_mag,delta_mag,alpha,beta,exact_1,exact_2,exact_3,exact_4,exact_5,exact_6,first_1,first_2,first_3,first_4,first_5,first_6,second_1,second_2,second_3,second_4,second_5,second_6,exact_minus_first_1,exact_minus_first_2,exact_minus_first_3,exact_minus_first_4,exact_minus_first_5,exact_minus_first_6,exact_minus_second_1,exact_minus_second_2,exact_minus_second_3,exact_minus_second_4,exact_minus_second_5,exact_minus_second_6
0.28743306,-0.34310293,-19.027882,-0.020559743,0.1327882,2.645296,-1143.3749,-541.30804,699.9486,2.1466115,15.719564,33.63061,-1141.5415,-541.13855,699.9699,2.1452267,15.717132,33.628124,-1143.7229,-541.20807,699.9418,2.147041,15.720431,33.631565,-1.833374,-0.16949463,-0.02130127,0.0013847351,0.0024328232,0.0024871826,0.34802246,-0.099975586,0.0068359375,-0.00042963028,-0.00086688995,-0.0009536743
0.15167886,-1.0323343,-19.020884,-0.049567778,0.13301657,2.7300193,-1165.8923,-544.5792,699.72876,0.8102345,15.768074,34.88968,-1165.6785,-544.399,699.7487,0.80903244,15.765832,34.887043,-1165.8665,-544.57654,699.7315,0.8101462,15.767816,34.889217,-0.21386719,-0.18023682,-0.019958496,0.0012020469,0.0022420883,0.0026359558,-0.025878906,-0.0026855469,-0.002746582,8.827448e-05,0.00025844574,0.00046157837
0.43209365,-1.0235834,-19.029799,-0.031445667,0.13170518,2.7173004,-1151.9834,-543.7223,699.744,1.6057315,15.5319,34.690434,-1155.1705,-544.2921,699.68054,1.6099766,15.539367,34.698277,-1151.249,-544.0521,699.73206,1.6062059,15.532788,34.692635,3.1871338,0.5698242,0.06347656,-0.004245162,-0.007466316,-0.007843018,-0.734375,0.32983398,0.011962891,-0.00047445297,-0.0008878708,-0.0022010803
0.2885509,-1.1647316,-19.024817,-0.028191712,0.13031588,2.6538,-1161.4066,-545.35767,699.9746,1.681549,15.289109,33.75037,-1164.8208,-545.1561,699.94006,1.6844562,15.2938595,33.754597,-1161.2701,-545.5752,699.9356,1.6843642,15.293917,33.755367,3.4141846,-0.20153809,0.0345459,-0.0029072762,-0.004750252,-0.0042266846,-0.13647461,0.2175293,0.039001465,-0.0028152466,-0.004807472,-0.0049972534
0.47908637,-0.9990652,-19.006916,-0.047720898,0.12844685,2.7431724,-1150.6603,-543.79584,700.3974,0.70890105,14.975588,35.07481,-1153.5994,-544.6063,700.3315,0.71310586,14.983133,35.082546,-1149.8008,-544.09753,700.4025,0.70802504,14.974322,35.07485,2.939087,0.81048584,0.06591797,-0.0042048097,-0.007545471,-0.007736206,-0.8594971,0.30169678,-0.005126953,0.00087600946,0.0012655258,-3.8146973e-05
0.3341087,-1.2004591,-19.025562,-0.046160243,0.13080227,2.6472502,-1159.2708,-545.1957,699.6576,0.84521806,15.368224,33.649364,-1163.8923,-545.1706,699.59326,0.8499966,15.376608,33.65731,-1158.8429,-545.6036,699.60065,0.84900177,15.375039,33.65683,4.621582,-0.02508545,0.064331055,-0.004778564,-0.008383751,-0.007946014,-0.42785645,0.40789795,0.0569458,-0.0037837029,-0.0068149567,-0.0074653625
0.20372981,-0.8478583,-19.02416,-0.034831986,0.12715034,2.7330916,-1158.453,-543.59607,699.8153,1.2672924,14.75957,34.932846,-1158.7085,-543.5593,699.8157,1.2673365,14.759519,34.932693,-1158.4553,-543.59827,699.8146,1.2674087,14.75963,34.932888,0.25549316,-0.036743164,-0.00036621094,-4.4107437e-05,5.1498413e-05,0.00015258789,0.002319336,0.0021972656,0.0007324219,-0.00011634827,-6.0081482e-05,-4.196167e-05
0.17445788,-1.1435603,-19.030516,-0.038987596,0.13289674,2.7267077,-1167.1129,-545.1794,699.50024,1.3060253,15.747543,34.841347,-1167.7155,-544.7897,699.5264,1.3046871,15.744962,34.83804,-1167.1661,-545.1617,699.4994,1.3063285,15.747898,34.841225,0.60253906,-0.38970947,-0.026184082,0.0013381243,0.0025815964,0.0033073425,0.053222656,-0.017700195,0.0008544922,-0.00030326843,-0.00035476685,0.00012207031
0.36676636,-0.4592352,-19.028446,-0.03369969,0.12761737,2.6772368,-1144.5045,-541.5258,699.64734,1.321293,14.834985,34.10432,-1141.7347,-541.593,699.66046,1.3203833,14.833391,34.102882,-1145.1288,-541.2643,699.6536,1.3209426,14.834363,34.103416,-2.7697754,0.06719971,-0.013122559,0.0009096861,0.0015935898,0.0014381409,0.6242676,-0.26153564,-0.006286621,0.0003503561,0.00062179565,0.00090408325
0.101534374,-1.1094776,-19.006428,-0.04877767,0.12813497,2.655084,-1172.4199,-545.2587,700.2988,0.6211452,14.924086,33.7779,-1170.6228,-545.1826,700.3345,0.61878276,14.9198,33.773567,-1172.0696,-545.3657,700.30426,0.62071407,14.923206,33.77723,-1.7971191,-0.07611084,-0.03564453,0.00236243,0.0042858124,0.004333496,-0.3503418,0.10699463,-0.005432129,0.0004311204,0.0008792877,0.0006713867
