omega_matter,w,abs_mag,delta_mag,alpha,beta,exact_1,exact_2,exact_3,exact_4,exact_5,exact_6,first_1,first_2,first_3,first_4,first_5,first_6,second_1,second_2,second_3,second_4,second_5,second_6,exact_minus_first_1,exact_minus_first_2,exact_minus_first_3,exact_minus_first_4,exact_minus_first_5,exact_minus_first_6,exact_minus_second_1,exact_minus_second_2,exact_minus_second_3,exact_minus_second_4,exact_minus_second_5,exact_minus_second_6
0.48379195,-0.1986134,-19.011967,-0.04731586,0.13564342,2.7030585,-1138.2343,-540.84467,700.1558,1.0170016,16.218102,34.490826,-1130.5156,-540.5792,700.1945,1.0144864,16.213598,34.486523,-1141.0326,-539.8295,700.1515,1.0175984,16.219048,34.49134,-7.718628,-0.2654419,-0.03869629,0.0025151968,0.00450325,0.0043029785,2.7983398,-1.0151367,0.004333496,-0.0005967617,-0.0009460449,-0.00051498413
0.16947846,-0.57985663,-19.024426,-0.03917941,0.13045761,2.6705139,-1152.2352,-542.2648,699.7597,1.1752714,15.320307,34.003128,-1152.381,-542.22675,699.7612,1.1751184,15.320056,34.00305,-1152.2305,-542.2659,699.75977,1.1752647,15.3202915,34.00326,0.14575195,-0.038024902,-0.0015258789,0.00015294552,0.00025081635,7.6293945e-05,-0.004760742,0.001159668,-6.1035156e-05,6.67572e-06,1.5258789e-05,-0.0001335144
0.35007244,-0.92178416,-18.994553,-0.029193314,0.13003969,2.7232099,-1155.4177,-544.4594,701.2333,1.6482512,15.250669,34.782444,-1156.9648,-544.6811,701.2037,1.6502707,15.254246,34.785847,-1155.1907,-544.56976,701.2273,1.648543,15.25131,34.78352,1.5471191,0.22167969,0.02960205,-0.0020195246,-0.0035772324,-0.00340271,-0.22705078,0.11035156,0.0059814453,-0.00029182434,-0.0006418228,-0.0010757446
0.24589705,-0.2919984,-18.997644,-0.031189453,0.126612,2.6904793,-1143.8297,-541.8256,700.9807,1.4043088,14.665256,34.302307,-1142.8491,-541.5508,701.0055,1.4027302,14.662336,34.299587,-1143.9965,-541.8044,700.9717,1.4048306,14.666148,34.303467,-0.9805908,-0.2748413,-0.024780273,0.0015785694,0.002919197,0.0027198792,0.16674805,-0.021240234,0.009033203,-0.00052177906,-0.00089263916,-0.001159668
0.31455556,-0.3810649,-19.026539,-0.044182345,0.13311638,2.664305,-1143.5594,-541.2534,699.5894,1.0464314,15.777827,33.912785,-1141.2998,-541.16016,699.6082,1.045184,15.775616,33.910896,-1144.018,-541.0984,699.5863,1.046698,15.778238,33.913162,-2.2596436,-0.09326172,-0.018798828,0.001247406,0.0022115707,0.0018882751,0.4584961,-0.1550293,0.003112793,-0.00026655197,-0.00041103363,-0.00037765503
0.5285288,-0.82499546,-18.99099,-0.038103037,0.12908885,2.636441,-1148.0579,-543.3727,701.2246,1.1556698,15.077582,33.492702,-1148.0168,-544.2642,701.19147,1.1576732,15.081336,33.496517,-1147.9901,-543.18536,701.2733,1.1521026,15.07145,33.48739,-0.041015625,0.8915405,0.03314209,-0.0020034313,-0.003753662,-0.0038146973,-0.06774902,-0.1873169,-0.048706055,0.0035672188,0.006132126,0.0053138733
0.10318487,-0.6980418,-19.014479,-0.035718065,0.1353724,2.7128618,-1158.5181,-542.97797,700.2959,1.5564804,16.16769,34.631615,-1158.4758,-543.0368,700.2917,1.556841,16.1682,34.63233,-1158.5157,-542.98236,700.29517,1.5565896,16.167694,34.63177,-0.042236328,0.05883789,0.004211426,-0.0003606081,-0.0005092621,-0.0007171631,-0.002319336,0.0043945312,0.0007324219,-0.00010919571,-3.8146973e-06,-0.00015640259
0.5535052,-0.9534212,-19.010176,-0.05333807,0.1289988,2.689105,-1147.3849,-543.10785,700.161,0.44640106,15.065033,34.272144,-1149.4977,-544.2788,700.10095,0.45016512,15.071777,34.27939,-1146.5199,-543.2389,700.2051,0.44284138,15.058938,34.267723,2.112793,1.1709595,0.060058594,-0.0037640631,-0.0067443848,-0.00724411,-0.86499023,0.13104248,-0.044067383,0.0035596788,0.0060949326,0.004421234
0.401322,-1.1401227,-19.005503,-0.059185013,0.13531457,2.657676,-1155.7227,-544.8481,700.3385,0.4163498,16.142277,33.802425,-1160.4131,-545.24347,700.2572,0.42191696,16.15211,33.812286,-1154.8763,-545.3614,700.2941,0.4189633,16.147085,33.80853,4.6904297,0.39538574,0.08129883,-0.005567163,-0.009832382,-0.009860992,-0.8463135,0.51330566,0.04437256,-0.0026135147,-0.004808426,-0.0061035156
0.28503838,-0.34311795,-19.014755,-0.050821796,0.13663729,2.7399554,-1143.3011,-541.33923,700.00024,0.9036273,16.390741,35.03724,-1141.5201,-541.1682,700.0213,0.90230405,16.388317,35.03486,-1143.6371,-541.24536,699.99335,0.904127,16.39158,35.037914,-1.7810059,-0.17102051,-0.021057129,0.0013232231,0.00242424,0.002380371,0.3359375,-0.09387207,0.0068969727,-0.00049972534,-0.0008392334,-0.0006752014
