omega_matter,w,abs_mag,delta_mag,alpha,beta,exact_1,exact_2,exact_3,exact_4,exact_5,exact_6,first_1,first_2,first_3,first_4,first_5,first_6,second_1,second_2,second_3,second_4,second_5,second_6,exact_minus_first_1,exact_minus_first_2,exact_minus_first_3,exact_minus_first_4,exact_minus_first_5,exact_minus_first_6,exact_minus_second_1,exact_minus_second_2,exact_minus_second_3,exact_minus_second_4,exact_minus_second_5,exact_minus_second_6
0.37372357,-0.66433465,-19.013123,-0.046781864,0.13038655,2.736932,-1148.7623,-542.5729,700.1079,0.8350306,15.314772,34.989197,-1147.6418,-542.82745,700.1026,0.8352781,15.31527,34.989838,-1148.9738,-542.4385,700.12036,0.8341113,15.313239,34.987873,-1.1204834,0.25457764,0.0053100586,-0.00024747849,-0.00049877167,-0.00064086914,0.21142578,-0.13439941,-0.012451172,0.00091934204,0.0015325546,0.0013237
0.28842577,-0.7411385,-19.0054,-0.035152055,0.13033204,2.7153494,-1153.5419,-543.3925,700.64496,1.3765115,15.302873,34.668472,-1153.4937,-543.49146,700.6392,1.3769143,15.303543,34.669132,-1153.544,-543.3834,700.6468,1.3763727,15.302608,34.66828,-0.048217773,0.09893799,0.0057373047,-0.0004028082,-0.00067043304,-0.0006599426,0.0020751953,-0.009094238,-0.0018310547,0.00013875961,0.00026512146,0.00019073486
0.1469449,-0.8299417,-19.004078,-0.026750315,0.12797664,2.6349578,-1161.7661,-544.0658,700.8238,1.6498698,14.890638,33.47494,-1161.5452,-544.0631,700.8264,1.6497345,14.890289,33.4746,-1161.7515,-544.0707,700.8237,1.6499017,14.890659,33.474926,-0.22094727,-0.0026855469,-0.0026245117,0.00013530254,0.0003490448,0.00033950806,-0.0146484375,0.0048828125,6.1035156e-05,-3.194809e-05,-2.0980835e-05,1.5258789e-05
0.24524719,-0.5002701,-19.026663,-0.049130812,0.13639176,2.6940424,-1147.6857,-541.7159,699.53656,0.9564925,16.34201,34.353302,-1146.9884,-541.6737,699.54486,0.9560238,16.340979,34.352543,-1147.7681,-541.6907,699.5357,0.9566532,16.3421,34.353622,-0.6972656,-0.042175293,-0.008300781,0.00046867132,0.0010318756,0.00075912476,0.08239746,-0.02520752,0.0008544922,-0.00016069412,-8.9645386e-05,-0.00032043457
0.4451886,-0.25956273,-19.016184,-0.04037774,0.1369511,2.6810043,-1139.6698,-540.9932,700.1197,1.3915964,16.439348,34.162426,-1133.5762,-540.8312,700.15247,1.3895463,16.435583,34.158848,-1141.6497,-540.26544,700.11847,1.3919623,16.43984,34.16264,-6.093628,-0.16204834,-0.03277588,0.0020501614,0.0037651062,0.003578186,1.9798584,-0.7277832,0.0012207031,-0.0003658533,-0.00049209595,-0.00021362305
0.09957487,-1.184705,-19.021832,-0.039114684,0.13338897,2.7276366,-1174.0731,-545.3734,699.8458,1.3228089,15.835751,34.85805,-1171.9911,-545.1999,699.89825,1.3193009,15.829537,34.851574,-1173.6204,-545.4973,699.8564,1.3219962,15.834371,34.856594,-2.0820312,-0.17352295,-0.0524292,0.0035079718,0.006213188,0.006477356,-0.4527588,0.12390137,-0.010559082,0.0008126497,0.0013799667,0.0014572144
0.41598952,-1.1578149,-19.020424,-0.041429557,0.13479982,2.6592991,-1154.8444,-544.62506,700.0245,1.2372504,16.053148,33.82549,-1159.9454,-545.106,699.9341,1.2433202,16.06389,33.83634,-1153.8379,-545.2152,699.9763,1.2399851,16.05823,33.83199,5.101074,0.48095703,0.09039307,-0.0060697794,-0.0107421875,-0.010852814,-1.0064697,0.5901489,0.04815674,-0.002734661,-0.0050811768,-0.006500244
0.25977808,-0.30445278,-19.008219,-0.0274213,0.12719442,2.6516297,-1143.6344,-541.6421,700.60614,1.5930842,14.76066,33.72496,-1142.3403,-541.3956,700.6303,1.591622,14.7579,33.722366,-1143.8652,-541.5967,700.5976,1.5936942,14.761703,33.726154,-1.2940674,-0.24645996,-0.024169922,0.0014622211,0.0027599335,0.0025939941,0.23083496,-0.045410156,0.008544922,-0.00060999393,-0.001042366,-0.0011940002
0.08678048,-1.269778,-18.999805,-0.034589406,0.13339594,2.7058175,-1178.9957,-546.39923,700.8429,1.5314182,15.837114,34.53661,-1176.0205,-546.1961,700.9173,1.5264568,15.828274,34.52751,-1178.2289,-546.6167,700.8587,1.5301068,15.834925,34.534325,-2.9752197,-0.203125,-0.074401855,0.0049613714,0.008840561,0.009098053,-0.7668457,0.21746826,-0.015808105,0.0013114214,0.0021896362,0.0022850037
0.3330657,-0.8244244,-18.987164,-0.03962326,0.13686053,2.70078,-1154.4255,-544.0986,701.41534,1.4275208,16.420223,34.450638,-1154.9705,-544.2878,701.39886,1.4286681,16.422226,34.452744,-1154.3458,-544.1225,701.4169,1.4273757,16.420008,34.450623,0.5449219,0.18920898,0.016479492,-0.0011473894,-0.002002716,-0.002105713,-0.079711914,0.023925781,-0.0015258789,0.0001450777,0.0002155304,1.5258789e-05
0.19004993,-0.42358828,-19.002268,-0.05768484,0.13382268,2.631367,-1147.9104,-542.0174,700.3969,0.42298558,15.894487,33.422554,-1148.0271,-541.8638,700.4085,0.42220756,15.893063,33.421272,-1147.8983,-542.0286,700.39557,0.4230223,15.894594,33.422966,0.11669922,-0.15362549,-0.01159668,0.0007780194,0.0014247894,0.0012817383,-0.012084961,0.011230469,0.0013427734,-3.671646e-05,-0.00010681152,-0.0004119873
0.3098955,-0.10694313,-19.011034,-0.035428636,0.12757005,2.742383,-1137.4921,-540.82654,700.32294,1.2623479,14.83765,35.075607,-1134.4564,-540.2663,700.3668,1.2596409,14.832597,35.070946,-1138.2963,-540.6608,700.2943,1.2643211,14.8410015,35.079277,-3.0356445,-0.5602417,-0.043884277,0.0027070045,0.00505352,0.00466156,0.8041992,-0.16571045,0.028625488,-0.0019731522,-0.0033512115,-0.0036697388
