omega_matter,w,abs_mag,delta_mag,alpha,beta,exact_1,exact_2,exact_3,exact_4,exact_5,exact_6,first_1,first_2,first_3,first_4,first_5,first_6,second_1,second_2,second_3,second_4,second_5,second_6,exact_minus_first_1,exact_minus_first_2,exact_minus_first_3,exact_minus_first_4,exact_minus_first_5,exact_minus_first_6,exact_minus_second_1,exact_minus_second_2,exact_minus_second_3,exact_minus_second_4,exact_minus_second_5,exact_minus_second_6
0.41621882,-0.6552763,-19.021795,-0.04618082,0.1316509,2.712572,-1147.0768,-542.23,699.7636,0.90689576,15.52902,34.627243,-1145.4851,-542.5811,699.7582,0.90722716,15.529493,34.627766,-1147.4396,-542.0032,699.7845,0.9054724,15.52648,34.624863,-1.5916748,0.35113525,0.005432129,-0.00033140182,-0.00047302246,-0.0005226135,0.36279297,-0.22680664,-0.020874023,0.0014233589,0.0025405884,0.002380371
0.27998653,-1.2075579,-19.030901,-0.045567285,0.12819055,2.7048135,-1162.0363,-545.3615,699.3826,0.7881089,14.929971,34.5085,-1165.7109,-545.06616,699.34845,0.7910134,14.934926,34.512833,-1161.9462,-545.5868,699.33777,0.79130185,14.935577,34.514217,3.6746826,-0.29534912,0.034179688,-0.0029045343,-0.0049552917,-0.004333496,-0.09008789,0.22528076,0.04486084,-0.0031929612,-0.0056066513,-0.005718231
0.46369454,-0.9016533,-19.000753,-0.04270406,0.13724132,2.6734352,-1150.3925,-543.63965,700.8149,1.2856821,16.479485,34.041183,-1151.8004,-544.3161,700.7709,1.2884332,16.484491,34.046383,-1149.9761,-543.72394,700.8315,1.2842419,16.477098,34.03977,1.407959,0.67645264,0.044006348,-0.002751112,-0.00500679,-0.0051994324,-0.41638184,0.08428955,-0.016601562,0.0014401674,0.0023860931,0.0014152527
0.10914961,-0.4823817,-18.983034,-0.04165817,0.1312623,2.7234688,-1152.478,-542.84064,701.4797,1.1097449,15.464502,34.79027,-1153.5823,-542.72064,701.48346,1.1095735,15.464138,34.789776,-1152.4692,-542.8221,701.4843,1.1093735,15.463742,34.78982,1.104248,-0.11999512,-0.0037841797,0.00017142296,0.0003643036,0.00049591064,-0.0087890625,-0.018554688,-0.004638672,0.00037145615,0.00076007843,0.00045013428
0.53082293,-0.8954599,-19.0305,-0.018427067,0.13152839,2.6607468,-1147.1167,-542.79315,699.93085,2.1970901,15.497444,33.852448,-1148.2615,-543.7773,699.88354,2.1999443,15.502739,33.85783,-1146.6458,-542.78625,699.9728,2.1937606,15.491884,33.84796,1.1447754,0.98413086,0.047302246,-0.0028541088,-0.0052948,-0.005382538,-0.47094727,-0.0068969727,-0.041931152,0.0033295155,0.0055599213,0.004486084
0.58618987,-0.78604394,-19.005949,-0.022923492,0.13154723,2.7328587,-1145.2059,-542.7004,700.8701,2.01165,15.511343,34.9263,-1144.0781,-543.78174,700.84485,2.013137,15.514047,34.929348,-1145.5211,-542.2366,700.94916,2.0061212,15.501576,34.917492,-1.1278076,1.0813599,0.025268555,-0.0014870167,-0.0027036667,-0.003047943,0.31518555,-0.46380615,-0.07904053,0.005528927,0.009766579,0.008808136
0.13313736,-1.029727,-19.033722,-0.030522346,0.12921584,2.7455564,-1166.6398,-544.36005,699.48267,1.5627236,15.117923,35.120495,-1165.97,-544.23193,699.50476,1.561235,15.11536,35.118015,-1166.5492,-544.37775,699.48627,1.5623975,15.117424,35.120274,-0.6697998,-0.1281128,-0.022094727,0.0014886856,0.002562523,0.0024795532,-0.09057617,0.017700195,-0.0036010742,0.00032615662,0.00049877167,0.00022125244
0.37019795,-0.7326019,-18.98564,-0.06452614,0.13504557,2.6459975,-1151.3196,-543.4332,701.01636,0.15263326,16.10333,33.637215,-1150.886,-543.7094,701.00525,0.15333688,16.10463,33.638657,-1151.3873,-543.3622,701.027,0.15188988,16.101955,33.63607,-0.43359375,0.27618408,0.011108398,-0.00070361793,-0.0012989044,-0.0014419556,0.06774902,-0.07104492,-0.010620117,0.00074338913,0.0013751984,0.0011444092
0.2520399,-1.4149641,-19.011768,-0.017855313,0.13301004,2.7561145,-1168.7091,-547.5224,700.73206,2.3183732,15.761847,35.270695,-1173.7157,-546.7243,700.7005,2.3220317,15.767652,35.27486,-1168.8541,-547.8027,700.6513,2.3246078,15.772584,35.28115,5.006592,-0.7980957,0.031555176,-0.003658533,-0.0058050156,-0.0041656494,0.14501953,0.28027344,0.08074951,-0.006234646,-0.010737419,-0.010456085
0.21888897,-1.2985214,-18.994709,-0.03543722,0.12923376,2.634948,-1169.6798,-547.1686,701.0752,1.2889867,15.105563,33.47559,-1172.5089,-546.49756,701.0822,1.2895187,15.105952,33.474327,-1169.8502,-547.23755,701.0428,1.2917261,15.110193,33.479393,2.8291016,-0.6710205,-0.007019043,-0.00053203106,-0.00038909912,0.0012626648,0.17041016,0.06896973,0.032409668,-0.0027394295,-0.004630089,-0.0038032532
