omega_matter,w,abs_mag,delta_mag,alpha,beta,exact_1,exact_2,exact_3,exact_4,exact_5,exact_6,first_1,first_2,first_3,first_4,first_5,first_6,second_1,second_2,second_3,second_4,second_5,second_6,exact_minus_first_1,exact_minus_first_2,exact_minus_first_3,exact_minus_first_4,exact_minus_first_5,exact_minus_first_6,exact_minus_second_1,exact_minus_second_2,exact_minus_second_3,exact_minus_second_4,exact_minus_second_5,exact_minus_second_6
0.3009372,-1.1032493,-19.00494,-0.039198097,0.13361682,2.7115655,-1160.221,-545.3012,700.6528,1.3164161,15.862247,34.60881,-1163.2207,-545.22076,700.61835,1.3190057,15.866827,34.61304,-1160.0352,-545.5013,700.6226,1.3184165,15.865914,34.612675,2.9997559,-0.080444336,0.034423828,-0.0025895834,-0.004579544,-0.0042304993,-0.18579102,0.20007324,0.030151367,-0.0020003319,-0.0036668777,-0.0038642883
0.28495732,-0.5642061,-18.991087,-0.048131675,0.12956338,2.7371972,-1150.0271,-542.82764,701.0038,0.7377462,15.174662,34.994267,-1149.0513,-542.87256,701.0085,0.7374705,15.17404,34.993774,-1150.1614,-542.7709,701.00574,0.73770094,15.174365,34.994087,-0.9758301,0.044921875,-0.004699707,0.00027567148,0.00062179565,0.00049209595,0.13427734,-0.056762695,-0.001953125,4.5239925e-05,0.0002965927,0.00017929077
0.19814657,-0.7861284,-19.016516,-0.022043783,0.12663327,2.6811323,-1157.7477,-543.57965,700.3662,1.8340144,14.664901,34.16079,-1157.842,-543.5699,700.3661,1.8339998,14.66489,34.160812,-1157.7474,-543.5804,700.36597,1.8340101,14.664946,34.160854,0.09436035,-0.009765625,0.00012207031,1.4662743e-05,1.04904175e-05,-2.2888184e-05,-0.00024414062,0.0007324219,0.00024414062,4.2915344e-06,-4.4822693e-05,-6.484985e-05
0.18282028,-1.0279987,-19.004051,-0.040607207,0.1339327,2.6913707,-1164.9752,-545.0831,700.6226,1.2586277,15.919912,34.314323,-1165.4327,-544.8727,700.635,1.2580031,15.918739,34.312828,-1165.0045,-545.0761,700.6214,1.2588084,15.920217,34.314594,0.45751953,-0.21044922,-0.012390137,0.00062453747,0.0011730194,0.0014953613,0.029296875,-0.007019043,0.0012207031,-0.00018072128,-0.0003042221,-0.0002708435
0.46745637,-0.43368948,-19.013609,-0.051347986,0.13221297,2.711333,-1142.486,-541.47314,700.0015,0.6860395,15.627987,34.61145,-1137.6581,-541.66034,700.0196,0.68482333,15.625924,34.60947,-1143.9869,-540.8093,700.02594,0.6846244,15.625308,34.608597,-4.827881,0.18719482,-0.018066406,0.0012161732,0.0020627975,0.0019798279,1.5009766,-0.66381836,-0.024414062,0.0014151335,0.0026788712,0.0028533936
0.03755862,-0.66608065,-18.994541,-0.05424714,0.1329795,2.6863682,-1160.6735,-543.04974,700.8057,0.568826,15.752359,34.236584,-1160.715,-543.24164,700.78784,0.5700369,15.754625,34.238697,-1160.6838,-543.0641,700.8017,0.5691188,15.752888,34.236866,0.041503906,0.19189453,0.0178833,-0.0012108684,-0.0022659302,-0.0021133423,0.010375977,0.014343262,0.0040283203,-0.00029277802,-0.0005283356,-0.0002822876
0.42648506,-1.2228605,-19.022362,-0.043225095,0.13656059,2.705169,-1154.92,-544.7932,699.9455,1.2395754,16.357874,34.50442,-1161.154,-545.3361,699.8344,1.2470162,16.37129,34.51785,-1153.6382,-545.5733,699.878,1.2434654,16.365173,34.513687,6.234009,0.5429077,0.111083984,-0.0074408054,-0.01341629,-0.013427734,-1.2818604,0.78009033,0.06750488,-0.0038900375,-0.007299423,-0.0092659
0.4447157,-0.77135855,-19.009457,-0.03369107,0.1291808,2.6837168,-1148.9911,-543.0481,700.5045,1.3861823,15.100058,34.196655,-1148.6116,-543.5673,700.4831,1.3875169,15.102418,34.199074,-1149.0511,-542.9198,700.5284,1.3845029,15.097061,34.194126,-0.3795166,0.5192261,0.02142334,-0.001334548,-0.002360344,-0.002418518,0.060058594,-0.1282959,-0.023864746,0.0016794205,0.0029964447,0.0025291443
0.10556777,-0.69650626,-19.002666,-0.036944337,0.12829596,2.697064,-1159.0559,-543.2879,700.7092,1.2012804,14.951605,34.397057,-1159.0289,-543.3421,700.70496,1.2015256,14.952101,34.397434,-1159.055,-543.2915,700.7085,1.2012632,14.951661,34.397175,-0.026977539,0.05419922,0.004272461,-0.0002452135,-0.00049591064,-0.00037765503,-0.0008544922,0.0036010742,0.0007324219,1.7166138e-05,-5.6266785e-05,-0.000118255615
0.34669217,-0.82294345,-19.02745,-0.03645011,0.12664628,2.7304811,-1152.1328,-543.121,699.6601,1.1676894,14.670618,34.891857,-1152.6594,-543.3477,699.6419,1.1688775,14.672756,34.893967,-1152.0441,-543.1416,699.6627,1.1674405,14.670194,34.891743,0.5266113,0.2267456,0.018188477,-0.0011880398,-0.0021381378,-0.0021095276,-0.08874512,0.020629883,-0.0026245117,0.000248909,0.00042438507,0.00011444092
